YYYY-MM-DD;hh:mm; Original; Calculated; Flag
2008-01-01;--:--;   -999.000;    270.654; 100
2008-02-01;--:--;   -999.000;    475.195; 100
2008-03-01;--:--;   -999.000;    595.384; 100
2008-04-01;--:--;   -999.000;    754.265; 100
2008-05-01;--:--;   -999.000;    337.344; 100
2008-06-01;--:--;   -999.000;    103.007; 100
2008-07-01;--:--;   -999.000;    188.818; 100
2008-08-01;--:--;   -999.000;    325.424; 100
2008-09-01;--:--;   -999.000;    273.559; 100
2008-10-01;--:--;   -999.000;    236.336; 100
2008-11-01;--:--;   -999.000;    311.674; 100
2008-12-01;--:--;   -999.000;    530.529; 100
2009-01-01;--:--;   -999.000;    270.590; 100
2009-02-01;--:--;   -999.000;    193.414; 100
2009-03-01;--:--;   -999.000;    404.337; 100
2009-04-01;--:--;   -999.000;    564.448; 100
2009-05-01;--:--;   -999.000;    247.964; 100
2009-06-01;--:--;   -999.000;    277.665; 100
2009-07-01;--:--;   -999.000;    434.352; 100
2009-08-01;--:--;   -999.000;    278.811; 100
2009-09-01;--:--;   -999.000;    110.483; 100
2009-10-01;--:--;   -999.000;    194.409; 100
2009-11-01;--:--;   -999.000;    290.474; 100
2009-12-01;--:--;   -999.000;    332.421; 100
2010-01-01;--:--;   -999.000;    271.832; 100
2010-02-01;--:--;   -999.000;    273.803; 100
2010-03-01;--:--;   -999.000;    854.071; 100
2010-04-01;--:--;   -999.000;    668.144; 100
2010-05-01;--:--;   -999.000;    160.565; 100
2010-06-01;--:--;   -999.000;     99.024; 100
2010-07-01;--:--;   -999.000;     53.665; 100
2010-08-01;--:--;   -999.000;     40.846; 100
2010-09-01;--:--;   -999.000;     33.865; 100
2010-10-01;--:--;   -999.000;    177.199; 100
2010-11-01;--:--;   -999.000;    218.436; 100
2010-12-01;--:--;   -999.000;    275.102; 100
2011-01-01;--:--;   -999.000;    142.571; 100
2011-02-01;--:--;   -999.000;    129.853; 100
2011-03-01;--:--;   -999.000;    655.799; 100
2011-04-01;--:--;   -999.000;    629.482; 100
2011-05-01;--:--;   -999.000;    428.451; 100
2011-06-01;--:--;   -999.000;    181.501; 100
2011-07-01;--:--;   -999.000;     72.217; 100
2011-08-01;--:--;   -999.000;    175.244; 100
2011-09-01;--:--;   -999.000;    354.309; 100
2011-10-01;--:--;   -999.000;    440.427; 100
2011-11-01;--:--;   -999.000;    374.093; 100
2011-12-01;--:--;   -999.000;    503.126; 100
2012-01-01;--:--;   -999.000;    274.280; 100
2012-02-01;--:--;   -999.000;    191.607; 100
2012-03-01;--:--;   -999.000;    281.917; 100
2012-04-01;--:--;   -999.000;    178.330; 100
2012-05-01;--:--;   -999.000;    303.748; 100
2012-06-01;--:--;   -999.000;    284.914; 100
2012-07-01;--:--;   -999.000;     55.739; 100
2012-08-01;--:--;   -999.000;     76.739; 100
2012-09-01;--:--;   -999.000;     65.497; 100
2012-10-01;--:--;   -999.000;    136.889; 100
2012-11-01;--:--;   -999.000;    223.967; 100
2012-12-01;--:--;   -999.000;    208.832; 100
2013-01-01;--:--;   -999.000;    168.613; 100
2013-02-01;--:--;   -999.000;    191.533; 100
2013-03-01;--:--;   -999.000;    319.706; 100
2013-04-01;--:--;   -999.000;    407.517; 100
2013-05-01;--:--;   -999.000;    228.480; 100
2013-06-01;--:--;   -999.000;    364.607; 100
2013-07-01;--:--;   -999.000;    322.081; 100
2013-08-01;--:--;   -999.000;    111.276; 100
2013-09-01;--:--;   -999.000;    136.704; 100
2013-10-01;--:--;   -999.000;     69.157; 100
2013-11-01;--:--;   -999.000;    109.680; 100
2013-12-01;--:--;   -999.000;    137.081; 100
2014-01-01;--:--;   -999.000;    270.581; 100
2014-02-01;--:--;   -999.000;    165.825; 100
2014-03-01;--:--;   -999.000;    209.115; 100
2014-04-01;--:--;   -999.000;    727.742; 100
2014-05-01;--:--;   -999.000;    327.835; 100
2014-06-01;--:--;   -999.000;    152.949; 100
2014-07-01;--:--;   -999.000;    172.705; 100
2014-08-01;--:--;   -999.000;    147.951; 100
2014-09-01;--:--;   -999.000;     57.030; 100
2014-10-01;--:--;   -999.000;    171.499; 100
2014-11-01;--:--;   -999.000;    151.854; 100
2014-12-01;--:--;   -999.000;    438.125; 100
2015-01-01;--:--;   -999.000;    245.013; 100
2015-02-01;--:--;   -999.000;    153.578; 100
2015-03-01;--:--;   -999.000;    187.421; 100
2015-04-01;--:--;   -999.000;    505.549; 100
2015-05-01;--:--;   -999.000;    145.201; 100
2015-06-01;--:--;   -999.000;    162.840; 100
2015-07-01;--:--;   -999.000;    142.543; 100
2015-08-01;--:--;   -999.000;     56.168; 100
2015-09-01;--:--;   -999.000;     44.061; 100
2015-10-01;--:--;   -999.000;    124.082; 100
2015-11-01;--:--;   -999.000;    141.348; 100
2015-12-01;--:--;   -999.000;    199.688; 100
2016-01-01;--:--;   -999.000;    253.417; 100
2016-02-01;--:--;   -999.000;    322.304; 100
2016-03-01;--:--;   -999.000;    375.316; 100
2016-04-01;--:--;   -999.000;    239.655; 100
2016-05-01;--:--;   -999.000;    147.951; 100
2016-06-01;--:--;   -999.000;     78.683; 100
2016-07-01;--:--;   -999.000;     45.407; 100
2016-08-01;--:--;   -999.000;     35.349; 100
2016-09-01;--:--;   -999.000;     26.882; 100
2016-10-01;--:--;   -999.000;     50.730; 100
2016-11-01;--:--;   -999.000;     82.610; 100
2016-12-01;--:--;   -999.000;    137.044; 100
2017-01-01;--:--;   -999.000;    185.274; 100
2017-02-01;--:--;   -999.000;    198.915; 100
2017-03-01;--:--;   -999.000;    274.700; 100
2017-04-01;--:--;   -999.000;    627.595; 100
2017-05-01;--:--;   -999.000;    478.097; 100
2017-06-01;--:--;   -999.000;    312.400; 100
2017-07-01;--:--;   -999.000;    154.555; 100
2017-08-01;--:--;   -999.000;     63.777; 100
2017-09-01;--:--;   -999.000;     71.349; 100
2017-10-01;--:--;   -999.000;    139.373; 100
2017-11-01;--:--;   -999.000;    332.987; 100
2017-12-01;--:--;   -999.000;    177.921; 100
2018-01-01;--:--;   -999.000;    349.703; 100
2018-02-01;--:--;   -999.000;    345.131; 100
2018-03-01;--:--;   -999.000;    353.092; 100
2018-04-01;--:--;   -999.000;    455.825; 100
2018-05-01;--:--;   -999.000;    255.600; 100
2018-06-01;--:--;   -999.000;     84.356; 100
2018-07-01;--:--;   -999.000;     87.426; 100
2018-08-01;--:--;   -999.000;    203.753; 100
2018-09-01;--:--;   -999.000;    171.534; 100
2018-10-01;--:--;   -999.000;    249.590; 100
2018-11-01;--:--;   -999.000;    657.139; 100
2018-12-01;--:--;   -999.000;    476.544; 100
2019-01-01;--:--;   -999.000;    354.937; 100
2019-02-01;--:--;   -999.000;    289.560; 100
2019-03-01;--:--;   -999.000;    260.853; 100
2019-04-01;--:--;   -999.000;    629.577; 100
2019-05-01;--:--;   -999.000;    439.860; 100
2019-06-01;--:--;   -999.000;    243.421; 100
2019-07-01;--:--;   -999.000;    135.290; 100
2019-08-01;--:--;   -999.000;     64.069; 100
2019-09-01;--:--;   -999.000;     55.793; 100
2019-10-01;--:--;   -999.000;    100.680; 100
2019-11-01;--:--;   -999.000;    194.234; 100
2019-12-01;--:--;   -999.000;    374.659; 100
2020-01-01;--:--;   -999.000;    321.423; 100
2020-02-01;--:--;   -999.000;    226.134; 100
2020-03-01;--:--;   -999.000;    338.906; 100
2020-04-01;--:--;   -999.000;    503.001; 100
2020-05-01;--:--;   -999.000;    295.499; 100
2020-06-01;--:--;   -999.000;     67.875; 100
2020-07-01;--:--;   -999.000;     76.163; 100
2020-08-01;--:--;   -999.000;     32.572; 100
2020-09-01;--:--;   -999.000;     26.975; 100
2020-10-01;--:--;   -999.000;     78.445; 100
2020-11-01;--:--;   -999.000;    101.110; 100
2020-12-01;--:--;   -999.000;    347.657; 100
2021-01-01;--:--;   -999.000;    245.918; 100
2021-02-01;--:--;   -999.000;    138.408; 100
2021-03-01;--:--;   -999.000;    242.748; 100
2021-04-01;--:--;   -999.000;    253.841; 100
2021-05-01;--:--;   -999.000;    254.961; 100
2021-06-01;--:--;   -999.000;    100.496; 100
2021-07-01;--:--;   -999.000;    374.193; 100
2021-08-01;--:--;   -999.000;    240.538; 100
2021-09-01;--:--;   -999.000;   -999.000;  43
